...1,species,num_papers,title_abstract,infection_site,infection_site_formatted,infection_site_normalized,pred_infection_site,tp,fp,fn
514,Pancytospora epiphaga,1,"A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes ::: Microsporidia are fungi-related intracellular pathogens that may infect virtually all animals, but are poorly understood. The nematode Caenorhabditis elegans has recently become a model host for studying microsporidia through the identification of its natural microsporidian pathogen Nematocida parisii. However, it was unclear how widespread and diverse microsporidia infections are in C. elegans or other related nematodes in the wild. Here we describe the isolation and culture of 47 nematodes with microsporidian infections. N. parisii is found to be the most common microsporidia infecting C. elegans in the wild. In addition, we further describe and name six new species in the Nematocida genus. Our sampling and phylogenetic analysis further identify two subclades that are genetically distinct from Nematocida, and we name them Enteropsectra and Pancytospora. Interestingly, unlike Nematocida, these two genera belong to the main clade of microsporidia that includes human pathogens. All of these microsporidia are horizontally transmitted and most specifically infect intestinal cells, except Pancytospora epiphaga that replicates mostly in the epidermis of its Caenorhabditis host. At the subcellular level in the infected host cell, spores of the novel genus Enteropsectra show a characteristic apical distribution and exit via budding off of the plasma membrane, instead of exiting via exocytosis as spores of Nematocida. Host specificity is broad for some microsporidia, narrow for others: indeed, some microsporidia can infect Oscheius tipulae but not its sister species Oscheius sp. 3, and conversely some microsporidia found infecting Oscheius sp. 3 do not infect O. tipulae. We also show that N. ausubeli fails to strongly induce in C. elegans the transcription of genes that are induced by other Nematocida species, suggesting it has evolved mechanisms to prevent induction of this host response. Altogether, these newly isolated species illustrate the diversity and ubiquity of microsporidian infections in nematodes, and provide a rich resource to investigate host-parasite coevolution in tractable nematode hosts.",epidermis,epidermis,epidermis,intestinal cells; epidermis,1,1,0
515,Pancytospora philotis,1,"A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes ::: Microsporidia are fungi-related intracellular pathogens that may infect virtually all animals, but are poorly understood. The nematode Caenorhabditis elegans has recently become a model host for studying microsporidia through the identification of its natural microsporidian pathogen Nematocida parisii. However, it was unclear how widespread and diverse microsporidia infections are in C. elegans or other related nematodes in the wild. Here we describe the isolation and culture of 47 nematodes with microsporidian infections. N. parisii is found to be the most common microsporidia infecting C. elegans in the wild. In addition, we further describe and name six new species in the Nematocida genus. Our sampling and phylogenetic analysis further identify two subclades that are genetically distinct from Nematocida, and we name them Enteropsectra and Pancytospora. Interestingly, unlike Nematocida, these two genera belong to the main clade of microsporidia that includes human pathogens. All of these microsporidia are horizontally transmitted and most specifically infect intestinal cells, except Pancytospora epiphaga that replicates mostly in the epidermis of its Caenorhabditis host. At the subcellular level in the infected host cell, spores of the novel genus Enteropsectra show a characteristic apical distribution and exit via budding off of the plasma membrane, instead of exiting via exocytosis as spores of Nematocida. Host specificity is broad for some microsporidia, narrow for others: indeed, some microsporidia can infect Oscheius tipulae but not its sister species Oscheius sp. 3, and conversely some microsporidia found infecting Oscheius sp. 3 do not infect O. tipulae. We also show that N. ausubeli fails to strongly induce in C. elegans the transcription of genes that are induced by other Nematocida species, suggesting it has evolved mechanisms to prevent induction of this host response. Altogether, these newly isolated species illustrate the diversity and ubiquity of microsporidian infections in nematodes, and provide a rich resource to investigate host-parasite coevolution in tractable nematode hosts.",intestinal cells,intestinal cells,intestinal cells,intestinal cells; epidermis,1,1,0
519,Parahepatospora carcini,1,"Parahepatospora carcini n. gen., n. sp., a parasite of invasive Carcinus maenas with intermediate features of sporogony between the Enterocytozoon clade and other microsporidia ::: Parahepatospora carcini n. gen. n. sp., is a novel microsporidian parasite discovered infecting the cytoplasm of epithelial cells of the hepatopancreas of a single Carcinus maenas specimen. The crab was sampled from within its invasive range in Atlantic Canada (Nova Scotia). Histopathology and transmission electron microscopy were used to show the development of the parasite within a simple interfacial membrane, culminating in the formation of unikaryotic spores with 5–6 turns of an isofilar polar filament. Formation of a multinucleate meront (>12 nuclei observed) preceded thickening and invagination of the plasmodial membrane, and in many cases, formation of spore extrusion precursors (polar filaments, anchoring disk) prior to complete separation of pre-sporoblasts from the sporogonial plasmodium. This developmental feature is intermediate between the Enterocytozoonidae (formation of spore extrusion precursors within the sporont plasmodium) and all other Microsporidia (formation of spore extrusion precursors after separation of sporont from the sporont plasmodium). SSU rRNA-based gene phylogenies place P. carcini within microsporidian Clade IV, between the Enterocytozoonidae and the so-called Enterocytospora-clade, which includes Enterocytospora artemiae and Globulispora mitoportans. Both of these groups contain gut-infecting microsporidians of aquatic invertebrates, fish and humans. According to morphological and phylogenetic characters, we propose that P. carcini occupies a basal position to the Enterocytozoonidae. We discuss the discovery of this parasite from a taxonomic perspective and consider its origins and presence within a high profile invasive host on the Atlantic Canadian coastline.",hepatopancreatocytes,hepatopancreatocytes,hepatopancreatocytes,hepatopancreas; epithelial cells,0,2,1
525,Parathelohania aquasalensis,1,"Nueva especie de Parathelohania (Microsporidia) en larvas de Anopheles aquasalis (Diptera: Culicidae) en Venezuela ::: The symptoms of Anopheles aquasalis larvae naturally infected by a microsporidium, and the ultrastructure of the infecting spores is described. The larvae were maintained under laboratory conditions in salt concentrations of 10 g/l and 20 g/l of water. Daily recordings of the mortality of the larvae were made and the dates of change of instar were noted. Infected larvae were processed for transmission electronic microscopy using conventional methods at pH 7.2 and 260 mOsm/l. The infection by the microsporidia was positively correlated with an increase in the mean duration of the fourth instar of 2.88 to 6.33 days in 10 g/l of salt and of 2.47 to 6.14 days in 20 g/l of salt. Larval mortality also increased by approximately 50% during this instar in both salt concentrations. Development time and survival were not affected during the other immature stages. The mature spores found in the intestines of infected larvae were barrel shaped and measured approximately 2.6 x 2.4 mm. The exospore has a collar shaped prolongation at the posterior end of the spore. The spores are uninuclear with a posterior vacuole. The polar filament is anisofilar with nine rings, five with a diameter of 58 nm each and four with a diameter of 23 nm each. The polarplast is lamellate, and more tightly packed in the apical region. The reduction of the survival of A. aquasalis larvae infected with the microsporidia, and the increase in the development time suggest that this parasite might have a potential as a biological control of this pest. The microsporidium described here has similar characteristics to that of the genus Parathelohania. I suggest that the microsporidium found in A. aquasalis represents a new species and I propose the name Parathelohania aquasalensis. This is the first report of a microsporidium from a dipteran in Venezuela.",intestinal,intestinal,intestinal,A. aquasalis; intestines,0,2,1
530,Parathelohania evansae,1,"Eight new species of microsporidia (Microspora) from argentine mosquitoes (Diptera: Culicidae) ::: Seven new species of Amblyospora and one of Parathelohania are described from larvae of neotropical mosquitoes: Aedes albifasciatus, Aedes crinifer, Anopheles evansae, Culex dolosus, Culex tramazayguesi, Mansonia indubitans, Psorophora ferox and Uranotaenia nataliae. This is the first formal description of microsporidia from mosquitoes in Argentina and the first report of an Amblyospora sp. from the genus Uranotaenia. New species were distinguished on the basis of meiospore morphology and presumed host specificity. The proposed new species are Amblyospora albifasciati n. sp., Amblyospora criniferis n. sp., Amblyospora dolosi n. sp., Amblyospora ferocis n. sp., Amblyospora indubitantis n. sp.,Amblyospora nataliae n. sp., Amblyospora tramazayguesi n. sp., and Parathelohania evansae n. sp. A complete list of all of the described species of Parathelohania from mosquitoes is given.",fat body,fat body,fat body,ferox; n.,0,2,1
542,Percutemincola moriokae,1,"A new microsporidium Percutemincola moriokae gen. nov., sp. nov. from Oscheius tipulae: A novel model of microsporidia–nematode associations ::: Here, we describe a new microsporidium Percutemincola moriokae gen. nov., sp. nov., which was discovered in the intestinal and hypodermal cells of a wild strain of the nematode Oscheius tipulae that inhabits in the soil of Morioka, Iwate Prefecture, Japan. The spores of Pe. moriokae had an average size of 1.0 × 3.8 µm and 1.3 × 3.2 µm in the intestine and hypodermis, respectively, and electron microscopy revealed that they exhibited distinguishing features with morphological diversity in the hypodermis. Isolated spores were able to infect a reference strain of O. tipulae (CEW1) through horizontal transmission but not the nematode Caenorhabditis elegans. Upon infection, the spores were first observed in the hypodermis and then in the intestine the following day, suggesting a unique infectious route among nematode-infective microsporidia. Molecular phylogenetic analysis grouped this new species with the recently identified nematode-infective parasites Enteropsectra and Pancytospora forming a monophyletic sister clade to Orthosomella in clade IV, which also includes human pathogens such as Enterocytozoon and Vittaforma. We believe that this newly discovered species and its host could have application as a new model in microsporidia–nematode association studies.",Hypodermis; then intestine,Hypodermis; then intestine,Intestines; Hypodermis,hypodermal cells; Intestines; O. tipulae,1,2,1
550,Pleistophora blatellae,1,"A New Microsporidian, Pleistophora Blatellae Sp. n. from the Malpighian Tubules of Blatella Germanica ::: A new species of a microsporidian parasite, Pleistophora blatellae parasitic in the epithelial cells of the Malpighian tubules of Blatella germanica is described.",Malpighian tubules,Malpighian tubules,Malpighian tubules,epithelial cells; Malpighian tubules,1,1,0
552,Pleistophora cephei,1,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",gut-wall,gut-wall,gut-wall,N.; Moss-Mites,0,2,1
553,Pleistophora dindali,1,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",gut-wall,gut-wall,gut-wall,N.; Moss-Mites,0,2,1
555,Pleistophora finisterrensis,1,"Pleistophora finisterrensis n. sp., a microsporidian parasite of blue whiting Micromesistius poutassou ::: Pleistophora finisterrensis n. sp. is a microsporidian parasite of the hypoaxial musculature of the blue whiting Micromesistius poutassou (Risso). Foci of infection are between 3 and 6 mm in length and have no evident effects on adjacent muscle fibres. We found only a single type of spore (uninucleate, with mean dimensions of 4 x 2 μm in fresh preparations), contained within sporophorous vesicles (mean diameter 19 μm in fresh preparations; 150-250 spores per vesicle). All of the development stages of this microsporidian are monokaryotic. The meronts are initially uninucleate and bounded by a plasmalemma. Towards the end of merogony, meronts are multinucleate plasmodia with a well-defined surface coat. Sporogony is polysporous, with multinucleate sporonts, which likewise have a well-defined surface coat (about 130 nm thick), dividing by plasmotomy to give rise to uninucleate sporoblasts. The polar tube is isofilar and consists of 8-9 turns in the posterior half of spore. The polaroplast is made up of an anterior lamellar part and a posterior vesicular part.",hypoaxial muscles,hypoaxial muscles,hypoaxial muscles,spore,0,1,1
557,Pleistophora oncoperae,1,"Pleistophora oncoperae sp.n. (Protozoa: Microsporida) from Oncopera alboguttata (Lepidoptera: Hepialidae) in Australia ::: Pleistophora oncoperae sp.n. is described from adults and larvae of Oncopera alboguttata and O. rufobrunnea. The main site of infection was muscle, though fat body and connective tissue were also infected. Fresh pansporoblasts measured about 25 μm in diameter and contained 16 to 32 or more spores with a mean size of 5.9 × 3.1 μm. Macrospores measuring 7.7 × 4.4 μm were also seen. The mean polar filament length was 158 μm; ultrastructural studies showed that the filament is normally arranged in 14 coils (range, 13 to 20) at an angle of 53.5° to the axis of the spore. The species was found to be distinct from all previously described Pleistophora reported from Lepidoptera.",muscles (primary infection site); fat body; connective tissues,muscles; fat body; connective tissues,Connective Tissue; fat body; muscles,fat body; muscle; Connective Tissue,2,1,1
558,Pleistophora oribatei,1,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.","lymphocytes (in Rhysotritia duplicata, Microtritia minima); oenocytes (in Rhysotritia duplicata, Microtritia minima); gonads (in Phtiracarus piger, Phtiracarus sp.); gut-wall (in Carabodes fernoralis, Damaeus clavipes)",lymphocytes; oenocytes; gonads; gut-wall,oenocytes; gut-wall; gonads; lymphocytes,N.; Moss-Mites,0,2,4
559,Pleistophora pagri,1,"Ultrastructure and molecular phylogenetics of a new isolate of Pleistophora pagri sp. nov. (Microsporidia, Pleistophoridae) from Pagrus pagrus in Egypt ::: The spore morphology and molecular systematic of a new microsporidian which was isolated from the common sea bream Pagrus pagrus (F: Sparidae Linnaeus, 1758) from the Red Sea, Egypt have been studied. Fifty-six out of 300 (18.7 %) of this fish were infected with microsporidian parasites. The infection was appeared as whitish, ellipsoid, round, or elongated nodules embedded in the epithelial lining of the peritoneum and also in the intestinal epithelium. Light microscopic study revealed that nodules were encapsulated by a fibrous layer encircling numerous mature spores measuring 1.7 ± 0.6 (1.5–2.7 μm) × 1.5 ± 0.3 μm (1.2–1.8 μm) in size. Ultrastructure of spores was characteristic for the genus Pleistophora: dimorphic, uninucleate spores (each spore possesses three to five polar filament coils) and a posterior vacuole. Also, the early recognizable stages of the parasite within nodules include uninucleated, binucleated, and multinucleated meronts followed by detachment of the plasmalemma of the sporont producing sporoblasts which mature to spores that consist of a spore coat and spore contents. Also, we analyzed the small subunit ribosomal gene (SSUrDNA) using PCR and sequencing specimens from the marine populations of P. pagrus fish from the Red Sea. From blast searches, sequence analysis, and phylogenetic analysis, we did not find corresponding GenBank entries to our species. Comparison of the nucleotide sequences showed that the sequence of our microsporidium was most similar to five Pleistophora species with degrees of identity (>91.5 %). It was most similar (97.8 % identity) to that of Pleistophora hyphessobryconis (account no. GU126672) differing in 19 nucleotide positions and with lower divergence value, Pleistophora ovariae (96.2 % identity, account no. AJ252955), Pleistophora hippoglossoideos (91.9 % identity, account no. AJ252953), Pleistophora mulleri (91.9 % identity, account no. EF119339), and Pleistophora typicalis (91.9 % identity, account no. AJ252956). So, they likely represent new species named Pleistophora pagri sp. n. with accession number JF797622 and a GC content of 53 %.",epithelial lining of the peritoneum; intestinal epithelium,epithelial lining of the peritoneum; intestinal epithelium,intestinal epithelium; epithelial,intestinal epithelium; epithelial; peritoneum,2,1,0
560,Pleistophora platynothri,1,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",gut-wall,gut-wall,gut-wall,N.; Moss-Mites,0,2,1
562,Pleistophora ronneafiei,1,"Ultrastructure and Development of Pleistophora ronneafiei n. sp., a Microsporidium (Protista) in the Skeletal Muscle of an Immune-Compromised Individual ::: ABSTRACT. This report provides a detailed ultrastructural study of the life cycle, including proliferative and sporogonic developmental stages, of the first Pleistophora species (microsporidium) obtained from an immune-incompetent patient. In 1985, the organism obtained from a muscle biopsy was initially identified as belonging to the genus Pleistophora, based on spore morphology and its location in a sporophorous vesicle. Since that initial report, at least two new microsporidial genera, Trachipleistophora and Brachiola, have been reported to infect the muscle tissue of immunologically compromised patients. Because Trachipleistophora development is similar to Pleistophora, and as Pleistophora was only known to occur in cold-blooded hosts, the question of the proper classification of this microsporidium arose. The information acquired in this study makes it possible to compare Pleistophora sp. (Ledford et al. 1985) to the known human infections and properly determine its correct taxonomic position. Our ultrastructural data have revealed the formation of multinucleate sporogonial plasmodia, a developmental characteristic of the genus Pleistophora and not Trachipleistophora. A comparison with other species of the genus supports the establishment of a new species. This parasite is given the name Pleistophora ronneafiei n. sp.",muscle,muscle,muscle,microsporidial; muscle,1,1,0
564,Pleistophora senegalensis,1,"Ultrastructure and development of Pleistophora senegalensis sp. nov. (Protozoa, Microspora) from the gilt-head sea bream, Sparus aurata L. (Teleost, Sparidae) from the coast of Senegal ::: The microsporidian Pleistophora senegalensis sp. nov. parasitizes the gilt‐head sea bream, Sparus aurata L, The parasite is found in the intestinal wall where it forms small xenomas in the muscularis. The development cycle of this species is described by light and electron microscopy. Meronts are rounded plasmodia dividing by plasmotomy and bounded by an amorphous and very regular wall. At the onset of sporogony, sporophorous vesicles are formed by separation of the plasma membrane from the external wall which then becomes a characteristic mesh. Mature spores (4.45 × 2.37μm) are ovoid and slightly pyriform with a large posterior vacuole.",intestines (muscularis in gut wall),intestines,Intestines,muscularis; Sparus aurata; gilt-head sea bream; Intestines; Sparus aurata L.,1,4,0
569,Polydispyrenia norandina,1,"MICROSPORA (PROTOZOA) EN SIMULIIDAE Y ULTRAESTRUCTURA DE POLYDISPYRENIA SIMULII Y POLYDISPYRENIA SP. NOV. PARASITOS EN SIMULIDOS DE LOS ANDES COLOMBIANOS ::: We describe the ultrastructure of two microsporidia parasites of simuliids of the region of La Calera (2.950 m alt.), near Bogotá. Polydispyrenia simulii was found infecting larvae of Simulium ignescens and Polydispyrenia norandina sp. nov., infecting a larva of Gigantodax ortizi. The two species present large number of spores aggregated within a sporophoric vesicle, characteristic of the family Pleistophoridae. Polydispyrenia simulii, a cosmopolitan parasite of simuliid larvae, has until now been the only known species of this genus. Two ultrastructural characters permit identification of this species: a) Presence of peculiar cylindrical structures surrounding the sporoblasts in the cavity of the sporophoric vesicle (episporontal space); in cross section these structures look like thick-walled rings: b) Consistently 5-6 coils of the polar filament inside the mature spore. Polydispyrenia norandina sp. nov.shows metabolic products within the episporontal space that appear as electrodense spots and 8 coils of the polar filament, both in the sporoblasts and in the mature spores.",Adipose,Adipose,Adipose,episporontal; SIMULIDOS DE LOS ANDES,0,2,1
570,Potaspora aequidens,1,"Potaspora aequidens n. sp. (Microsporidia, Tetramicridae), a parasite infecting the freshwater fish Aequidens plagiozonatus (Teleostei, Cichlidae) from Brazil ::: Morphological and molecular procedures were used to describe a new species of microsporidian that infects the muscles of the sub-opercular region and the caudal fins of the freshwater Aequidens plagiozonatus in Brazil. This microsporidian forms whitish xenomas containing variable number of spores, reaching up to ~0.4 mm in diameter. The mature spores, pyriformin shape, with slightly round ends, measured 3.4 ± 0.5 μm long and 1.9 ± 0.3 μm wide (n = 50) and showed characteristics typical of Microsporidia. The average thickness of the spore wall was 100 (96–108) nm (n = 50), and the spore wall was composed of two layers, a thin, electron-dense exospore and a thick electron-transparent endospore. The exospore was surrounded by a thin, irregular layer of granular material. The anchoring disc was mushroom-like, located in the apical region of the spore in an eccentric position relative to the spore axis, rendering bilateral asymmetry to the spore. The anterior part of the polar filament (PF) (manubrium) measured approximately 125 (122–128) nm thick (n = 30), and the angle of tilt between the anterior PF and the spore axis was ~45°; the posterior part was packed in 8–9 coils. Phylogenetic analysis showed a strongly supported clade containing family Spragueidae Weissenberg, 1976, family Tetramicridae Matthews and Matthews, 1980, Microsporidium sp. RBS1, and Kabatana spp. In conclusion, the available morphological, ultrastructural, and molecular data shows that this microsporidian is a new species belonging to group 4, classified as Potaspora aequidens n. sp. This is the second species described in the genus Potaspora.",fins; skeletal muscles (of the sub-opercular region),fins; skeletal muscles,skeletal muscles; fins,fins; sub-opercular,1,1,1
572,Potaspora morhaphis,1,"A new microsporidian parasite, Potaspora morhaphis n. gen., n. sp. (Microsporidia) infecting the Teleostean fish, Potamorhaphis guianensis from the River Amazon. Morphological, ultrastructural and molecular characterization ::: SUMMARY A fish-infecting Microsporidia Potaspora morhaphis n. gen., n. sp. found adherent to the wall of the coelomic cavity of the freshwater fish, Potamorhaphis guianensis, from lower Amazon River is described, based on light microscope and ultrastructural characteristics. This microsporidian forms whitish xenomas distinguished by the numerous filiform and anastomosed microvilli. The xenoma was completely filled by several developmental stages. In all of these stages, the nuclei are monokaryotic and develop in direct contact with host cell cytoplasm. The merogonial plasmodium divides by binary fission and the disporoblastic pyriform spores of sporont origin measure 2·8±0·3×1·5±0·2 μm. In mature spores the polar filament was arranged into 9–10 coils in 2 layers. The polaroplast had 2 distinct regions around the manubrium and an electron-dense globule was observed. The small subunit, intergenic space and partial large subunit rRNA gene were sequenced and maximum parsimony analysis placed the microsporidian described here in the clade that includes the genera Kabatana, Microgemma, Spraguea and Tetramicra. The ultrastructural morphology of the xenoma, and the developmental stages including the spores of this microsporidian parasite, as well as the phylogenetic analysis, suggest the erection of a new genus and species.",intestinal,intestinal,intestinal,coelomic cavity; wall,0,2,1
573,Pseudoberwaldia daphniae,1,"Establishment of a new microsporidian genus and species, Pseudoberwaldia daphniae (Microsporidia, Opisthosporidia), a common parasite of the Daphnia longispina complex in Europe ::: Microsporidia are among the most common microparasites of cladocerans and have potentially significant impact on host populations. However, many of these pathogens are known only from molecular-based studies. We provide ultrastructural data supported by molecular phylogeny for a common microsporidium infecting the Daphnia longispina complex, important planktonic filter-feeders in reservoirs and ponds in the temperate Holarctic region. This parasite, previously characterized only by molecular means, infects adipose cells around the Daphnia midgut and eventually fills the centre of the host body with ovoid-shaped spores. A new microsporidian genus and species belonging to the Agglomeratidae superclade is described as Pseudoberwaldia daphniae gen. et sp. nov. Molecular data indicate its widespread presence in Central European reservoirs (reported as isolate “MIC1”) but also in Swedish coastal rockpools (“Ängskärs-klubben”). The most closely related lineage was reported from a caddisfly larva; we thus speculate that this taxon may have an insect secondary host in its life cycle. Morphological characterization and differential diagnosis of most commonly encountered microsporidian taxa infecting hosts in the D. longispina complex in Europe opens new possibilities for studies of their ecological and evolutionary interactions.",infects adipose cells around the Daphnia,infects adipose cells around the Daphnia,adipose cells,adipose cells; Daphnia midgut,1,1,0
574,Pseudokabatana alburnus,1,"Pseudokabatana alburnus n. gen. n. sp., (Microsporidia) from the liver of topmouth culter Culter alburnus (Actinopterygii, Cyprinidae) from China ::: We describe the type species of a novel genus of microsporidian parasite, Pseudokabatana alburnus n. gen. n. sp., infecting the liver of topmouth culter, Culter alburnus Basilewsky, 1855, from Lake Poyang off Xingzi county, Jiangxi Province, China. The parasite elicits formation of spherical xenomas of up to 1.2 mm in diameter containing all observed life stages from early merogonal plasmodia to mature spores contained within the cytoplasm of host hepatocytes. Merogonal plasmodia existed in direct contact with the host cytoplasm and contained up to 20 visible nuclei. Plasmotomy of the multinucleate plasmodium led to formation of uninucleate cells in which the nucleus underwent further division to form bi-nucleate presporonts, sporonts (defined by cells with a thickened endospore) and eventually sporoblasts (containing pre-cursors of the spore extrusion apparatus). Mature spores were pyriform and monokaryotic, measuring 2.3 ± 0.19 μm long and 1.3 ± 0.10 μm wide. Spores possessed a bipartite polaroplast and 5–6 coils of a polar filament, in a single rank. The obtained partial SSU rRNA gene sequence, 1383 bp in length, did not match any of microsporidia available in GenBank. SSU rDNA-based phylogenetic analysis indicated a new taxon branching with Kabatana rondoni, a parasite infecting the skeletal muscle of Gymnorhamphichthys rondoni from the Amazon River. Due to different host and tissue tropism, the novel taxon did not fit the diagnostic criteria for the genus Kabatana. Further, based on SSU rDNA-inferred phylogenetic analyses, different ultrastructural features of developmental stages, and ecological considerations, a new genus Pseudokabatana and type species Pseudokabatana alburnus n. sp. was erected for the parasite in topmouth culter.",Hepatocytes of Liver,Hepatocytes of Liver,Hepatocytes,liver; skeletal muscle,0,2,1
