...1,species,num_papers,title_abstract,infection_site,infection_site_formatted,infection_site_normalized,pred_infection_site,tp,fp,fn
530,Parathelohania evansae,1,"Eight new species of microsporidia (Microspora) from argentine mosquitoes (Diptera: Culicidae) ::: Seven new species of Amblyospora and one of Parathelohania are described from larvae of neotropical mosquitoes: Aedes albifasciatus, Aedes crinifer, Anopheles evansae, Culex dolosus, Culex tramazayguesi, Mansonia indubitans, Psorophora ferox and Uranotaenia nataliae. This is the first formal description of microsporidia from mosquitoes in Argentina and the first report of an Amblyospora sp. from the genus Uranotaenia. New species were distinguished on the basis of meiospore morphology and presumed host specificity. The proposed new species are Amblyospora albifasciati n. sp., Amblyospora criniferis n. sp., Amblyospora dolosi n. sp., Amblyospora ferocis n. sp., Amblyospora indubitantis n. sp.,Amblyospora nataliae n. sp., Amblyospora tramazayguesi n. sp., and Parathelohania evansae n. sp. A complete list of all of the described species of Parathelohania from mosquitoes is given.",fat body,fat body,fat body,ferox; n.,0,2,1
542,Percutemincola moriokae,1,"A new microsporidium Percutemincola moriokae gen. nov., sp. nov. from Oscheius tipulae: A novel model of microsporidia–nematode associations ::: Here, we describe a new microsporidium Percutemincola moriokae gen. nov., sp. nov., which was discovered in the intestinal and hypodermal cells of a wild strain of the nematode Oscheius tipulae that inhabits in the soil of Morioka, Iwate Prefecture, Japan. The spores of Pe. moriokae had an average size of 1.0 × 3.8 µm and 1.3 × 3.2 µm in the intestine and hypodermis, respectively, and electron microscopy revealed that they exhibited distinguishing features with morphological diversity in the hypodermis. Isolated spores were able to infect a reference strain of O. tipulae (CEW1) through horizontal transmission but not the nematode Caenorhabditis elegans. Upon infection, the spores were first observed in the hypodermis and then in the intestine the following day, suggesting a unique infectious route among nematode-infective microsporidia. Molecular phylogenetic analysis grouped this new species with the recently identified nematode-infective parasites Enteropsectra and Pancytospora forming a monophyletic sister clade to Orthosomella in clade IV, which also includes human pathogens such as Enterocytozoon and Vittaforma. We believe that this newly discovered species and its host could have application as a new model in microsporidia–nematode association studies.",Hypodermis; then intestine,Hypodermis; then intestine,Intestines; Hypodermis,hypodermal cells; Intestines; O. tipulae,1,2,1
552,Pleistophora cephei,1,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",gut-wall,gut-wall,gut-wall,N.; Moss-Mites,0,2,1
553,Pleistophora dindali,1,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",gut-wall,gut-wall,gut-wall,N.; Moss-Mites,0,2,1
555,Pleistophora finisterrensis,1,"Pleistophora finisterrensis n. sp., a microsporidian parasite of blue whiting Micromesistius poutassou ::: Pleistophora finisterrensis n. sp. is a microsporidian parasite of the hypoaxial musculature of the blue whiting Micromesistius poutassou (Risso). Foci of infection are between 3 and 6 mm in length and have no evident effects on adjacent muscle fibres. We found only a single type of spore (uninucleate, with mean dimensions of 4 x 2 μm in fresh preparations), contained within sporophorous vesicles (mean diameter 19 μm in fresh preparations; 150-250 spores per vesicle). All of the development stages of this microsporidian are monokaryotic. The meronts are initially uninucleate and bounded by a plasmalemma. Towards the end of merogony, meronts are multinucleate plasmodia with a well-defined surface coat. Sporogony is polysporous, with multinucleate sporonts, which likewise have a well-defined surface coat (about 130 nm thick), dividing by plasmotomy to give rise to uninucleate sporoblasts. The polar tube is isofilar and consists of 8-9 turns in the posterior half of spore. The polaroplast is made up of an anterior lamellar part and a posterior vesicular part.",hypoaxial muscles,hypoaxial muscles,hypoaxial muscles,spore,0,1,1
557,Pleistophora oncoperae,1,"Pleistophora oncoperae sp.n. (Protozoa: Microsporida) from Oncopera alboguttata (Lepidoptera: Hepialidae) in Australia ::: Pleistophora oncoperae sp.n. is described from adults and larvae of Oncopera alboguttata and O. rufobrunnea. The main site of infection was muscle, though fat body and connective tissue were also infected. Fresh pansporoblasts measured about 25 μm in diameter and contained 16 to 32 or more spores with a mean size of 5.9 × 3.1 μm. Macrospores measuring 7.7 × 4.4 μm were also seen. The mean polar filament length was 158 μm; ultrastructural studies showed that the filament is normally arranged in 14 coils (range, 13 to 20) at an angle of 53.5° to the axis of the spore. The species was found to be distinct from all previously described Pleistophora reported from Lepidoptera.",muscles (primary infection site); fat body; connective tissues,muscles; fat body; connective tissues,Connective Tissue; fat body; muscles,fat body; muscle; Connective Tissue,2,1,1
558,Pleistophora oribatei,1,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.","lymphocytes (in Rhysotritia duplicata, Microtritia minima); oenocytes (in Rhysotritia duplicata, Microtritia minima); gonads (in Phtiracarus piger, Phtiracarus sp.); gut-wall (in Carabodes fernoralis, Damaeus clavipes)",lymphocytes; oenocytes; gonads; gut-wall,oenocytes; gut-wall; gonads; lymphocytes,N.; Moss-Mites,0,2,4
560,Pleistophora platynothri,1,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",gut-wall,gut-wall,gut-wall,N.; Moss-Mites,0,2,1
569,Polydispyrenia norandina,1,"MICROSPORA (PROTOZOA) EN SIMULIIDAE Y ULTRAESTRUCTURA DE POLYDISPYRENIA SIMULII Y POLYDISPYRENIA SP. NOV. PARASITOS EN SIMULIDOS DE LOS ANDES COLOMBIANOS ::: We describe the ultrastructure of two microsporidia parasites of simuliids of the region of La Calera (2.950 m alt.), near Bogotá. Polydispyrenia simulii was found infecting larvae of Simulium ignescens and Polydispyrenia norandina sp. nov., infecting a larva of Gigantodax ortizi. The two species present large number of spores aggregated within a sporophoric vesicle, characteristic of the family Pleistophoridae. Polydispyrenia simulii, a cosmopolitan parasite of simuliid larvae, has until now been the only known species of this genus. Two ultrastructural characters permit identification of this species: a) Presence of peculiar cylindrical structures surrounding the sporoblasts in the cavity of the sporophoric vesicle (episporontal space); in cross section these structures look like thick-walled rings: b) Consistently 5-6 coils of the polar filament inside the mature spore. Polydispyrenia norandina sp. nov.shows metabolic products within the episporontal space that appear as electrodense spots and 8 coils of the polar filament, both in the sporoblasts and in the mature spores.",Adipose,Adipose,Adipose,episporontal; SIMULIDOS DE LOS ANDES,0,2,1
570,Potaspora aequidens,1,"Potaspora aequidens n. sp. (Microsporidia, Tetramicridae), a parasite infecting the freshwater fish Aequidens plagiozonatus (Teleostei, Cichlidae) from Brazil ::: Morphological and molecular procedures were used to describe a new species of microsporidian that infects the muscles of the sub-opercular region and the caudal fins of the freshwater Aequidens plagiozonatus in Brazil. This microsporidian forms whitish xenomas containing variable number of spores, reaching up to ~0.4 mm in diameter. The mature spores, pyriformin shape, with slightly round ends, measured 3.4 ± 0.5 μm long and 1.9 ± 0.3 μm wide (n = 50) and showed characteristics typical of Microsporidia. The average thickness of the spore wall was 100 (96–108) nm (n = 50), and the spore wall was composed of two layers, a thin, electron-dense exospore and a thick electron-transparent endospore. The exospore was surrounded by a thin, irregular layer of granular material. The anchoring disc was mushroom-like, located in the apical region of the spore in an eccentric position relative to the spore axis, rendering bilateral asymmetry to the spore. The anterior part of the polar filament (PF) (manubrium) measured approximately 125 (122–128) nm thick (n = 30), and the angle of tilt between the anterior PF and the spore axis was ~45°; the posterior part was packed in 8–9 coils. Phylogenetic analysis showed a strongly supported clade containing family Spragueidae Weissenberg, 1976, family Tetramicridae Matthews and Matthews, 1980, Microsporidium sp. RBS1, and Kabatana spp. In conclusion, the available morphological, ultrastructural, and molecular data shows that this microsporidian is a new species belonging to group 4, classified as Potaspora aequidens n. sp. This is the second species described in the genus Potaspora.",fins; skeletal muscles (of the sub-opercular region),fins; skeletal muscles,skeletal muscles; fins,fins; sub-opercular,1,1,1
571,Potaspora macrobrachium,1,"A new microsporidium, Potaspora macrobrachium n.sp. infecting the musculature of pond-reared oriental river prawn Macrobrachium nipponense (Decapoda: Palaemonidae) ::: This paper described a novel microsporidian infection in the pond-reared oriental river prawn Macrobrachium nipponense. A conspicuous symptom of the infection was progressive white opacity associated with the musculature. Although neither bacteria nor viruses were detected in routine diagnostic tests, apparently degenerated microsporidian cells or spores were frequently observed in wet smears of the musculature from diseased prawns. Histological observations also revealed characteristics typical of microsporidian infection throughout the host. Transmission electron microscopy revealed multiple life stages of a microsporidian parasite within the cytoplasm of host muscle cells. In addition, partial small subunit ribosomal RNA (SSU rRNA) gene was obtained by a nested PCR using microsporidian specific primers. A consensus sequence was then deposited in GenBank (accession no. KU307278) and subjected to a general BLASTn search that yielded hits only for microsporidian sequence records. Phylogenetic analysis showed that the isolate was most similar to the fish microsporidian clade containing the genera Kabatana, Microgemma, Potaspora, Spraguea, and Teramicra. The highest sequence identity, 87%, was with Potaspora spp. Based on histological, ultrastructure and molecular phylogenetic data, we erected a new species, Potaspora macrobrachium for the novel microsporidium. The description of microsporidium in this important commercial host was fundamental for future consideration of factors affecting stock health and sustainability.",skeletal muscles; cardiac muscles,skeletal muscles; cardiac muscles,Set of muscles; cardiac muscles,Set of muscles,1,0,1
572,Potaspora morhaphis,1,"A new microsporidian parasite, Potaspora morhaphis n. gen., n. sp. (Microsporidia) infecting the Teleostean fish, Potamorhaphis guianensis from the River Amazon. Morphological, ultrastructural and molecular characterization ::: SUMMARY A fish-infecting Microsporidia Potaspora morhaphis n. gen., n. sp. found adherent to the wall of the coelomic cavity of the freshwater fish, Potamorhaphis guianensis, from lower Amazon River is described, based on light microscope and ultrastructural characteristics. This microsporidian forms whitish xenomas distinguished by the numerous filiform and anastomosed microvilli. The xenoma was completely filled by several developmental stages. In all of these stages, the nuclei are monokaryotic and develop in direct contact with host cell cytoplasm. The merogonial plasmodium divides by binary fission and the disporoblastic pyriform spores of sporont origin measure 2·8±0·3×1·5±0·2 μm. In mature spores the polar filament was arranged into 9–10 coils in 2 layers. The polaroplast had 2 distinct regions around the manubrium and an electron-dense globule was observed. The small subunit, intergenic space and partial large subunit rRNA gene were sequenced and maximum parsimony analysis placed the microsporidian described here in the clade that includes the genera Kabatana, Microgemma, Spraguea and Tetramicra. The ultrastructural morphology of the xenoma, and the developmental stages including the spores of this microsporidian parasite, as well as the phylogenetic analysis, suggest the erection of a new genus and species.",intestinal,intestinal,intestinal,coelomic cavity; wall,0,2,1
574,Pseudokabatana alburnus,1,"Pseudokabatana alburnus n. gen. n. sp., (Microsporidia) from the liver of topmouth culter Culter alburnus (Actinopterygii, Cyprinidae) from China ::: We describe the type species of a novel genus of microsporidian parasite, Pseudokabatana alburnus n. gen. n. sp., infecting the liver of topmouth culter, Culter alburnus Basilewsky, 1855, from Lake Poyang off Xingzi county, Jiangxi Province, China. The parasite elicits formation of spherical xenomas of up to 1.2 mm in diameter containing all observed life stages from early merogonal plasmodia to mature spores contained within the cytoplasm of host hepatocytes. Merogonal plasmodia existed in direct contact with the host cytoplasm and contained up to 20 visible nuclei. Plasmotomy of the multinucleate plasmodium led to formation of uninucleate cells in which the nucleus underwent further division to form bi-nucleate presporonts, sporonts (defined by cells with a thickened endospore) and eventually sporoblasts (containing pre-cursors of the spore extrusion apparatus). Mature spores were pyriform and monokaryotic, measuring 2.3 ± 0.19 μm long and 1.3 ± 0.10 μm wide. Spores possessed a bipartite polaroplast and 5–6 coils of a polar filament, in a single rank. The obtained partial SSU rRNA gene sequence, 1383 bp in length, did not match any of microsporidia available in GenBank. SSU rDNA-based phylogenetic analysis indicated a new taxon branching with Kabatana rondoni, a parasite infecting the skeletal muscle of Gymnorhamphichthys rondoni from the Amazon River. Due to different host and tissue tropism, the novel taxon did not fit the diagnostic criteria for the genus Kabatana. Further, based on SSU rDNA-inferred phylogenetic analyses, different ultrastructural features of developmental stages, and ecological considerations, a new genus Pseudokabatana and type species Pseudokabatana alburnus n. sp. was erected for the parasite in topmouth culter.",Hepatocytes of Liver,Hepatocytes of Liver,Hepatocytes,liver; skeletal muscle,0,2,1
575,Pseudoloma neurophilia,1,"Pseudoloma neurophilia n. g., n. sp., a new microsporidium from the central nervous system of the zebrafish (Danio rerio) ::: An unusual xenoma-forming microsporidium was discovered in the central nervous system of moribund zebrafish from a laboratory colony in Eugene, Oregon. Infected fish were often emaciated and lethargic, and histological examination commonly revealed severe myelitis and myositis associated with the infection. Based on its structure, development, and small subunit ribosomal DNA sequence it is unique among fish microsporidia. Spores are uninucleate, ovoid to pyriform, with a prominent posterior vacuole. Spores average 5.4 × 2.7 μm with 13-16 coils of the polar filament. The microsporidium produces xenomas within the spinal cord and hindbrain of fish, and xenomas contained sporophorous vesicles with up to 16 spores. Sporoblasts and presporoblast stages (probably sporonts) are found occasionally in small aggregates dispersed randomly throughout xenomas. It clustered in the ""Ichthyosporidium group"" along with other fish microsporidian genera based on rDNA sequence analysis. The rDNA sequence of the zebrafish microsporidium was most similar to that of Ichthyosporidium, but showed only 12.1% similarity and therefore this microsporidium can be considered a distinct genus and species, which we have named Pseudoloma neurophilia n. g., n. sp.",nervous,nervous,nervous,sporonts,0,1,1
578,Rectispora reticulata,1,"Rectispora reticulata gen. et sp. nov. (Microspora, Bacillidiidae), a new microsporidian parasite of Pomatothrix hammoniensis (Michaelsen, 1901) (oligochaeta, tubificidae) ::: The microsporidium Rectispora reticulata gen. et sp. nov., a parasite of male gonads of the oligochaete Pomatothrix hammoniensis in Sweden, is described based on light microscopic and ultrastructural characteristics. Merogonial and sporogonial stages are diplokaryotic. Sporogony is disporoblastic. The spores are cylindrical, often slightly curved and wider in the mid-region, 1.8–2.1 × 8.1–14.2 um long in fixed and stained condition. The spore wall has a ca. 43 mm thick, uniform exospore. The polaroplast has an anterior part with compressed lamellae and a posterior section with 53–128 nm wide tubules. The polar filament has a 181–283 nm wide, straight, short, anterior section in the centre of the spore, an oblique section with tapering diameter, and a long, posterior, 119–178 nm wide section, arranged in (10−)12(−13) isofilar coils, close to the spore wall in the posterior half of the spore. The most anterior and most posterior coils are irregularly arranged, the median coils form a close, regular group. The angle of tilt of the most anterior, regularly arranged coil is ca. 55°. The transversely sectioned filament has distinct concentrical layers of variable thickness and electron density. The diplokaryon occupies the centre of the spore. Sporophorous vesicle absent, but a folded, ca. 16 nm thick envelope, resembling a sporophorous vesicle, is formed by delamination of exospore material. Teratological sporogony was observed. The microsporidium is compared to microsporidia of the genera Bacillidium, Jirovecia and Hrabyeia. The placing of the new genus in the family Bacillidiidae, the distinction of the families Bacillidiidae and Nosematidae, and the various origins of spore-containing envelopes are discussed.",male gonads,male gonads,male gonads,Pomatothrix,0,1,1
580,Schroedera airthreyi,1,"Development and Molecular Characterisation of the Microsporidian Schroedera airthreyi n. sp. in a Freshwater Bryozoan Plumatella sp. (Bryozoa: Phylactolaemata) ::: Abstract. The development of a new species of microsporidian, infecting a freshwater Plumatellid bryozoan, is described. The small-subunit rDNA, internal transcribed spacer region (ITS), and partial large-subunit rDNA genes were sequenced. Phylogenetic analysis demonstrated that the parasite clustered with Schroedera plumatellae. However, while there were morphological affinities with this species, significant differences were also observed. The infection initially appeared as a roughening of the peritoneum lining the metacoelom of the bryozoan. This roughening resolved into meront-infected syncytia, composed of interconnected cells of the body wall that detached to float in the coleomic cavity. Spores were observed to develop within these syncytia. All stages of development were diplokaryotic in contrast to S. plumatellae, which has a distinct monokaryotic merogony preceding sporogony. The infection was pathogenic to the host. Direct bryozoan–bryozoan transmission was not observed. We propose to name the microsporidian Schroedera aithreyi n. sp.",muscle,muscle,muscle,peritoneum,0,1,1
582,Sporanauta perivermis,1,"Microsporidian Infection in a Free-Living Marine Nematode ::: Microsporidia are unicellular fungi that are obligate endoparasites. Although nematodes are one of the most abundant and diverse animal groups, the only confirmed report of microsporidian infection was that of the “nematode killer” (Nematocida parisii). N. parisii was isolated from a wild Caenorhabditis sp. and causes an acute and lethal intestinal infection in a lab strain of Caenorhabditis elegans. We set out to characterize a microsporidian infection in a wild nematode to determine whether the infection pattern of N. parisii in the lab is typical of microsporidian infections in nematodes. We describe a novel microsporidian species named Sporanauta perivermis (marine spore of roundworms) and characterize its infection in its natural host, the free-living marine nematode Odontophora rectangula. S. perivermis is not closely related to N. parisii and differs strikingly in all aspects of infection. Examination by transmission electron microscopy (TEM) revealed that the infection was localized in the hypodermal and muscle tissues only and did not involve the intestines. Fluorescent in situ hybridization (FISH) confirmed infection in the muscle and hypodermis, and surprisingly, it also revealed that the parasite infects O. rectangula eggs, suggesting a vertical mode of transmission. Our observations highlight the importance of studying parasites in their natural hosts and indicate that not all nematode-infecting microsporidia are “nematode killers”; instead, microsporidiosis can be more versatile and chronic in the wild.",Hypoderm (adults); muscles (adults); egg (adult female); and the reproductive tissues of juveniles,Hypoderm; muscles; egg; and the reproductive tissues of juveniles,tissues; Hypoderm; egg; muscles,spore; Hypoderm; muscle,1,2,3
586,Takaokaspora nipponicus,1,"Morphological and molecular characterization of a microsporidian parasite, Takaokaspora nipponicus n. gen., n. sp. from the invasive rock pool mosquito, Ochlerotatus japonicus japonicus ::: Graphical abstract Highlights • A new genus and species of Microsporidia is described from mosquitoes. • The microsporidium is vertically and horizontally transmitted and exhibits dimorphic development. • Development in vertically-infected larvae is fatal and results in the formation of uninucleate conical spores. • Horizontal transmission occurs via oral ingestion of spores produced in vertically-infected larvae. • The SSU rDNA sequence of the microsporidium is unique from all other mosquito-parasitic species. Abstract A new genus and species of Microsporidia, Takaokaspora nipponicus n. gen., n. sp. is described from Ochlerotatus japonicus japonicus (Theobald) and Ochlerotatus hatorii (Yamada) based on light microscope and ultrastructural morphology, developmental features, transmission cycles and comparative sequence analyses of the small subunit ribosomal DNA (SSU rDNA). The microsporidium is both vertically and horizontally transmitted, exhibits dimorphic development alternating between diplokaryotic and monokaryotic stages and produces two morphologically distinct spores, one in larvae and another in adult females. Horizontal transmission of infection to larval mosquitoes occurs via direct oral ingestion of uninucleate spores that are produced in vertically-infected larval hosts. Development in horizontally-infected hosts is diplokaryotic following karyokinesis of uninucleate schizonts and binary fission to produce small (4.3μm×2.0μm) membrane free, ovoid, binucleate spores that are confined to adult female reproductive tissues (ovariole sheath and oviducts). Vertical transmission of the microsporidium from adult females to larval progeny takes place via surface contamination of the egg (transovum). Microsporidian development in vertically-infected larvae is haplophasic with unpaired nuclei throughout, producing rosette-shaped sporogonial plasmodia contained within a thin non-persistent sporophorous vesicle and culminating in the formation of membrane free, uninucleate, conical spores (7.0μm×2.8μm). Development is confined to host fat body tissue which appears as swollen white masses in the thorax and selected segments of the abdomen causing larvae to appear abnormally distorted and results in death during the third and fourth instar stages. The SSU rDNA sequences obtained from the two morphologically identical microsporidia isolated from Oc. j. japonicus and Oc. hatorii were nearly identical and unique when compared with GenBank entries of all other mosquito-parasitic species. Phylogenetic trees constructed by Maximum Parsimony, Maximum Likelihood and bootstrap analyses using the Neighbor Joining search parameter yielded similar typologies. In each case, the novel microsporidium was the sister group to the clade containing Parathelohania species from Anopheles mosquitoes and the monotypic Novothelohania ovalae from Ochlerotatus caspius showing approximately 10–13% sequence divergence to those two genera providing strong support for establishment as a separate genus.",adipose of larvae (vertical trans.); gonads (of horizontally-infected adult female hosts),adipose of larvae; gonads,gonads; Adipose tissue,thorax; abdomen; Adipose tissue; ribosomal DNA,1,3,1
597,Thelohania microtritiae,1,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",lymphocytes,lymphocytes,lymphocytes,N.; Moss-Mites,0,2,1
610,Trachipleistophora sp.,1,"A Trachipleistophora-like microsporidium of man: Its dimorphic nature and relationship to Thelohania apodemi ::: The structure of the human microsporidium found by Yachnis and colleagues in two AIDS patients (Am. J. Clin. Pathol. 106: 535-43, 1996) (hereafter referred to as HMY) was investigated by light and transmission electron microscopy and compared with Thelohania apodemi Doby, Jeannes et Raoult, 1963, a microsporidian of small rodents. The fine structure of the HMY was found to be similar to that of Trachipleistophora hominis Hollister, Canning, Weldner, Field, Kench et Marriott, 1996. Characteristic is the presence of a thick layer of electron dense material on the outer face of the meront plasmalemma, which is maintained during the whole life cycle and which later persists as an electron dense coat on the sporophorous vesicle (SPOV). However, HMY is distinguished from T. hominis during sporogony, as two types of SPOV and spores are formed in HMY. One type of SPOV contains thick-walled spores (usually 8 or more in number) with anisofilar polar filaments of 7 + 2 pattern, while the other type contains only two thin-walled spores with a smaller number (3-5) of isofilar polar filament coils. The HMY differs from T. apodemi which also forms SPOV with 8 spores inside, but the spores of which are larger in size and have 9 + 2 polar filament pattern.",brain; kidney,brain; kidney,brain; kidney,Am.,0,1,2
